collection_name,creator,rarity_score,trait_count,past_avg_price,floor_price,sales_last_7d,sales_last_30d,twitter_followers,discord_members,engagement_rate,listing_count,days_since_mint,blockchain,sale_price
CryptoPunks,Decentraland_Fdn,480.42,14.0,48.053,14.4226,1,3,869851,73128.0,0.0245,1038,345,ethereum,37.6696
VeeFriends,SnowFro,409.63,9.0,5.2385,2.5746,193,579,424327,335621.0,0.0908,3555,184,ethereum,10.255
Cool Cats,RTFKTstudios,231.74,13.0,1.5632,0.9102,27,108,840831,244688.0,0.1174,3560,487,solana,1.9259
Cool Cats,Meebits_Dev,105.94,14.0,156.7024,48.0562,129,516,1179363,293755.0,0.0778,2288,1047,solana,39.6722
Otherdeed,CyberKongz_Dev,192.34,,5.7234,2.1694,136,272,1260362,217354.0,0.0205,2691,934,solana,2.997
Cool Cats,KevinRose_Team,469.21,4.0,5.7432,2.2657,126,252,694945,320370.0,0.0157,375,216,polygon,1.6867
Decentraland,KevinRose_Team,182.41,12.0,13.3222,4.1414,198,396,203625,329288.0,0.0913,4505,670,ethereum,9.8327
Invisible Friends,Invisible_Studio,378.6,4.0,5.569,4.858,110,440,1219754,94709.0,0.0751,605,89,ethereum,10.2247
VeeFriends,KevinRose_Team,461.58,11.0,8.7191,2.8179,26,104,1410429,380223.0,0.1395,3294,72,ethereum,11.3463
Doodles,Decentraland_Fdn,485.23,3.0,11.8266,4.3889,121,242,535201,246855.0,0.1252,11,751,ethereum,12.2596
Mutant Ape YC,Invisible_Studio,473.89,13.0,8.1184,4.2729,58,232,1279212,287839.0,0.1088,3731,363,ethereum,12.1672
Otherdeed,GaryVee,277.97,10.0,9.0704,5.5278,122,244,1138142,309016.0,0.1474,1802,845,ethereum,7.0816
World of Women,YugaLabs,246.45,8.0,0.3341,0.2647,76,380,1002961,372252.0,0.1045,2413,187,ethereum,5.4943
Doodles,LarvaLabs,493.83,7.0,143.5687,42.822,8,32,16892,150216.0,0.0148,126,144,polygon,18.8244
Chromie Squiggle,RTFKTstudios,109.87,9.0,5.088,3.7556,127,508,614948,3489.0,0.0126,1102,858,ethereum,4.619
RTFKT,LarvaLabs,94.58,6.0,14.8303,8.9957,17,68,749221,90893.0,0.1226,2180,249,ethereum,9.1212
Chromie Squiggle,Sandbox_AG,481.63,6.0,2.3391,0.8575,65,195,1667782,482888.0,0.0547,3591,70,ethereum,6.2671
World of Women,SnowFro,344.91,3.0,7.0681,2.5467,123,615,1652865,111418.0,0.1387,2991,946,ethereum,7.8965
World of Women,CoolCats_Dev,268.62,3.0,2.804,2.0001,176,704,1747564,124753.0,0.0186,1310,846,solana,3.0215
CyberKongz,Decentraland_Fdn,66.89,13.0,79.3596,26.1453,62,124,926281,429022.0,0.0306,2983,1115,ethereum,41.1516
Pudgy Penguins,Azuki_Team,257.11,11.0,5.0496,2.2189,59,295,654180,117946.0,0.1162,1122,719,ethereum,5.4596
CyberKongz,WoW_NFT,472.17,7.0,34.7402,11.1306,60,240,998772,232325.0,0.1273,2780,572,polygon,7.0237
RTFKT,KevinRose_Team,301.84,12.0,2.5015,2.0534,115,345,1583490,185351.0,0.1302,2706,804,ethereum,4.5614
Sandbox Land,LarvaLabs,202.91,9.0,2.8823,2.6035,38,190,1243342,,0.0158,1138,950,ethereum,5.9811
Invisible Friends,WoW_NFT,276.0,9.0,8.6534,3.3379,105,210,1202667,297301.0,0.0579,1009,755,ethereum,9.6921
Sandbox Land,Azuki_Team,443.19,2.0,28.7636,20.9181,160,640,868702,257492.0,0.0973,2600,383,ethereum,22.4901
Decentraland,LarvaLabs,456.51,8.0,1.0729,0.464,16,64,1393103,,0.1379,2938,1067,polygon,1.6332
CryptoPunks,Evan_Conceicao,200.64,2.0,0.9568,0.9242,192,960,1734219,417080.0,0.0366,4899,844,ethereum,4.0278
Cool Cats,Azuki_Team,304.42,10.0,1.2776,0.4331,106,424,1336101,290771.0,0.0905,2482,1052,ethereum,4.109
Moonbirds,SnowFro,140.32,1.0,3.9483,1.2153,125,625,806947,254296.0,0.0224,2228,669,ethereum,4.6652
Otherdeed,Sandbox_AG,226.09,8.0,5.2414,1.6923,123,369,1679984,,0.1123,2384,540,ethereum,5.9728
CloneX,WoW_NFT,110.72,6.0,2.1927,0.6457,189,945,1885133,46753.0,0.02,4373,1012,ethereum,5.0003
RTFKT,SnowFro,266.2,2.0,6.0499,1.8571,132,264,1593251,416754.0,0.15,1541,734,polygon,1.5808
Mutant Ape YC,YugaLabs,289.54,7.0,0.843,0.3995,176,880,1753937,99072.0,0.0147,1913,931,ethereum,2.2069
Azuki,Sandbox_AG,169.58,3.0,2.6365,1.321,57,285,531362,165913.0,0.1031,1850,1068,ethereum,3.821
Mutant Ape YC,WoW_NFT,136.79,4.0,61.327,18.9254,43,172,842465,6731.0,0.1168,3118,341,ethereum,20.8128
Pudgy Penguins,CoolCats_Dev,76.36,13.0,24.1304,7.274,128,256,499063,285731.0,0.0394,3499,232,ethereum,11.4436
Moonbirds,Invisible_Studio,70.63,5.0,19.2619,5.6123,30,90,731918,415778.0,,2414,180,ethereum,8.1705
RTFKT,RTFKTstudios,356.02,6.0,3.9296,1.3454,22,44,1467119,190943.0,0.0898,1326,720,polygon,1.6542
Sandbox Land,CoolCats_Dev,111.6,1.0,1.0676,0.7094,42,210,1353417,331670.0,0.0949,3446,969,solana,1.2593
Sandbox Land,Invisible_Studio,59.87,5.0,3.8409,1.1423,54,162,6878,196572.0,0.1084,1384,1171,ethereum,4.1863
Pudgy Penguins,Azuki_Team,499.44,5.0,14.3309,4.2552,19,95,1510735,379625.0,0.0875,4487,40,ethereum,12.7592
Mutant Ape YC,WoW_NFT,130.7,11.0,33.8569,12.7027,145,725,384566,499320.0,0.027,3124,2,solana,12.961
Pudgy Penguins,GaryVee,448.13,2.0,41.5993,13.2347,116,232,372130,357538.0,0.1387,2210,815,ethereum,25.9132
Meebits,Meebits_Dev,304.98,14.0,22.9524,9.5518,40,200,1087461,,0.0258,1173,324,ethereum,18.965
Cool Cats,Invisible_Studio,357.82,2.0,6.2149,1.8495,56,168,482469,412257.0,0.0852,3789,571,ethereum,7.1672
Meebits,KevinRose_Team,,10.0,5.6997,4.6157,185,370,1925964,19081.0,0.1381,3052,95,polygon,2.9592
CyberKongz,YugaLabs,91.22,1.0,9.6305,3.0477,182,546,292931,493486.0,0.137,4413,91,polygon,2.1973
Pudgy Penguins,KevinRose_Team,423.68,12.0,4.0089,3.5204,24,96,303712,419784.0,0.026,3536,634,ethereum,6.5503
CryptoPunks,Azuki_Team,414.16,10.0,95.4433,51.6533,122,610,1521503,326770.0,,3949,826,solana,34.8901
Bored Ape YC,Meebits_Dev,175.49,12.0,0.724,0.541,64,256,573511,310440.0,0.0907,469,1063,ethereum,3.6531
Invisible Friends,GaryVee,382.16,14.0,7.4324,3.3817,71,142,1428946,126207.0,0.0512,132,579,ethereum,8.7222
RTFKT,Sandbox_AG,,12.0,30.3232,19.1844,119,357,1363124,215727.0,0.1099,3295,775,ethereum,21.2846
Mutant Ape YC,KevinRose_Team,454.62,9.0,2.6088,0.7718,196,588,378513,50784.0,0.0788,10,1032,ethereum,8.3421
Azuki,CyberKongz_Dev,401.61,12.0,4.9642,2.0699,116,464,1160004,169457.0,0.0406,4455,518,ethereum,4.3999
Art Blocks,Invisible_Studio,21.46,2.0,7.7066,2.3754,190,760,1073981,294914.0,0.0622,4415,251,ethereum,4.7295
World of Women,Invisible_Studio,439.76,10.0,5.8115,3.4283,164,328,189650,181143.0,0.104,2929,990,ethereum,9.9279
CloneX,Meebits_Dev,484.31,14.0,0.7031,0.6602,155,310,1528596,385401.0,0.118,3649,3,polygon,2.0839
Cool Cats,Azuki_Team,371.34,6.0,26.909,9.1554,158,316,1714872,426592.0,0.0561,2115,331,ethereum,14.0628
Sandbox Land,Azuki_Team,60.84,14.0,27.4757,9.9696,158,790,1894083,280829.0,0.0166,4791,157,ethereum,8.041
RTFKT,CyberKongz_Dev,403.88,8.0,19.4977,8.2487,51,204,176254,170502.0,0.0536,189,772,ethereum,20.4726
Otherdeed,Invisible_Studio,324.1,7.0,4.7915,1.577,195,585,357456,151847.0,0.0949,1469,324,ethereum,6.6843
CloneX,Invisible_Studio,170.07,5.0,15.4142,4.972,183,915,1650275,273380.0,0.1142,3491,413,polygon,4.0789
Chromie Squiggle,SnowFro,442.13,2.0,3.7614,1.523,120,240,609007,359895.0,0.1321,3941,783,polygon,2.5853
Chromie Squiggle,Decentraland_Fdn,283.22,13.0,10.2677,3.0068,142,284,1251263,63436.0,0.1443,1218,356,polygon,2.2945
Moonbirds,WoW_NFT,426.61,11.0,166.2551,59.3921,176,528,697005,224041.0,0.0799,4009,435,ethereum,43.3675
World of Women,Azuki_Team,335.39,6.0,13.5339,5.0271,30,60,435553,220338.0,0.1322,2309,599,ethereum,10.1423
Cool Cats,Evan_Conceicao,144.97,14.0,2.0517,1.0778,12,60,1250142,143365.0,0.04,4288,142,ethereum,3.5032
Bored Ape YC,Decentraland_Fdn,487.53,3.0,5.5959,5.5645,199,995,411443,118950.0,0.0844,1342,1122,ethereum,10.8158
World of Women,SnowFro,285.93,11.0,1.4181,0.885,110,440,273269,420558.0,0.0814,3463,1177,ethereum,3.7456
Cool Cats,CyberKongz_Dev,258.86,7.0,3.0934,1.0631,144,720,1061138,216297.0,0.1155,1045,855,ethereum,5.7977
Pudgy Penguins,Invisible_Studio,202.35,9.0,3.5652,1.2849,100,300,387261,288301.0,0.1162,700,130,ethereum,5.4271
Meebits,Sandbox_AG,69.04,1.0,4.8057,2.6296,103,206,384905,19242.0,0.0435,3529,567,ethereum,5.1092
CyberKongz,LarvaLabs,343.42,9.0,35.3718,13.7958,7,21,1560983,141795.0,0.133,3407,426,ethereum,20.692
CryptoPunks,Azuki_Team,215.97,10.0,13.3519,8.9717,57,114,1057705,111881.0,0.1338,1473,200,polygon,3.6145
Pudgy Penguins,KevinRose_Team,467.37,,13.9272,8.3946,17,85,1084336,164369.0,0.1423,3026,1052,solana,7.8392
CryptoPunks,LarvaLabs,482.58,5.0,4.0382,1.1988,86,344,287253,420823.0,0.0692,4708,498,ethereum,9.1429
Decentraland,CyberKongz_Dev,384.05,2.0,4.7583,2.3406,4,20,321192,285875.0,0.1481,1675,783,solana,3.4268
Invisible Friends,Evan_Conceicao,122.0,1.0,10.0159,6.2115,160,480,781778,451118.0,0.118,2513,829,ethereum,3.1338
VeeFriends,KevinRose_Team,358.27,3.0,4.6764,2.1086,58,232,777171,211519.0,0.0983,1050,384,solana,3.8723
Invisible Friends,Meebits_Dev,11.19,5.0,6.3138,3.209,148,444,903531,385029.0,0.0654,2595,419,solana,2.5007
Meebits,LarvaLabs,413.37,12.0,21.493,7.6113,10,30,269421,80343.0,0.1265,4426,1164,ethereum,11.8652
Otherdeed,SnowFro,247.32,,10.0422,2.949,6,24,1796922,407675.0,0.1149,3182,989,polygon,1.739
Invisible Friends,YugaLabs,468.43,3.0,14.5743,5.8783,84,420,725698,305273.0,0.0882,718,601,solana,6.5587
Art Blocks,Invisible_Studio,189.5,1.0,75.0888,30.3038,157,628,1632541,19492.0,0.1496,3705,640,solana,21.8586
World of Women,Meebits_Dev,132.32,6.0,6.9724,3.6465,162,648,800698,344586.0,0.0382,2116,10,solana,3.6339
CyberKongz,KevinRose_Team,497.53,9.0,44.4999,18.4526,108,432,944614,239691.0,0.0966,100,245,ethereum,15.727
Doodles,Meebits_Dev,265.81,4.0,15.7698,8.7692,122,366,224664,154.0,0.0488,3117,8,ethereum,7.8614
Moonbirds,RTFKTstudios,431.73,7.0,0.7726,0.7705,137,685,1353522,423497.0,0.0692,1502,967,polygon,2.3165
Chromie Squiggle,YugaLabs,455.62,4.0,3.7799,1.1942,134,670,120136,268480.0,0.0515,4859,1129,ethereum,7.0821
CloneX,LarvaLabs,259.72,12.0,3.4177,1.6482,148,444,1495877,303332.0,0.0508,4976,195,ethereum,5.4894
VeeFriends,Evan_Conceicao,228.4,1.0,3.5833,1.6067,6,30,1763262,288623.0,0.0571,3358,338,ethereum,3.7992
Otherdeed,Meebits_Dev,276.89,3.0,4.861,4.0215,85,255,723552,45385.0,0.0094,3160,423,ethereum,6.8256
Sandbox Land,GaryVee,424.02,8.0,28.9812,9.3706,167,668,1775352,166098.0,0.0069,1531,974,ethereum,18.1342
Otherdeed,RTFKTstudios,,12.0,28.8167,20.2103,87,348,1397743,,0.109,363,489,polygon,6.0365
Otherdeed,Meebits_Dev,164.83,6.0,13.1465,6.4871,29,145,5656,169431.0,0.0473,312,53,ethereum,6.8953
Pudgy Penguins,KevinRose_Team,369.58,1.0,8.1402,2.6253,133,665,406192,444183.0,0.0042,2324,703,polygon,2.2141
CyberKongz,Azuki_Team,143.4,8.0,0.79,0.3684,60,180,1282587,158897.0,0.0131,1595,177,polygon,1.3307
Cool Cats,Meebits_Dev,305.87,4.0,16.2331,4.8779,102,408,1403461,229830.0,0.0302,4802,774,ethereum,11.0216
RTFKT,CoolCats_Dev,402.59,,7.0412,4.6224,103,412,187811,222719.0,0.0082,1471,1028,ethereum,10.7643
Doodles,SnowFro,443.36,13.0,15.5625,5.5818,139,695,1369427,9545.0,0.142,1081,82,ethereum,12.9667
Moonbirds,GaryVee,224.91,14.0,193.3325,56.1198,185,370,1620378,405988.0,0.0857,4097,1192,solana,48.8807
Invisible Friends,YugaLabs,185.51,4.0,47.1488,19.8602,138,552,184234,67901.0,0.0597,4180,796,polygon,6.9918
CloneX,LarvaLabs,127.47,9.0,31.3918,11.4969,199,796,1759185,234566.0,0.0804,1889,63,ethereum,23.1055
Meebits,YugaLabs,67.58,8.0,2.8015,1.4127,3,9,1066392,453935.0,0.0178,418,264,ethereum,3.6545
Moonbirds,Evan_Conceicao,183.09,14.0,6.9699,2.4215,156,468,1233422,496824.0,0.1056,501,201,ethereum,5.741
Moonbirds,Evan_Conceicao,436.12,14.0,13.0874,3.9996,83,332,101603,115200.0,0.1455,2609,1060,ethereum,10.8208
Mutant Ape YC,Invisible_Studio,209.99,5.0,4.8739,1.7674,145,435,1226504,188141.0,0.0205,4351,867,solana,3.7428
Sandbox Land,Sandbox_AG,159.33,1.0,27.2887,8.1707,17,34,909220,282918.0,0.0237,1939,448,polygon,2.0381
CloneX,Invisible_Studio,369.83,1.0,16.9991,6.8777,105,525,743277,349661.0,0.0947,100,635,ethereum,14.6511
RTFKT,WoW_NFT,108.58,1.0,2.9659,1.2141,5,15,1560743,125081.0,0.0236,1881,418,solana,2.2405
Bored Ape YC,RTFKTstudios,128.89,11.0,33.1945,18.8437,133,266,499313,274527.0,0.0198,25,487,ethereum,17.6481
Azuki,CoolCats_Dev,468.02,11.0,14.0565,5.0671,43,86,120463,417168.0,0.1009,2123,766,solana,7.2092
RTFKT,Invisible_Studio,41.71,12.0,1.8037,0.5628,28,140,998792,381168.0,0.0932,2379,234,ethereum,2.8181
Bored Ape YC,KevinRose_Team,207.9,2.0,11.0227,4.2139,15,45,1487574,411051.0,0.0334,3657,911,ethereum,6.47
Pudgy Penguins,SnowFro,288.8,1.0,9.9395,6.2805,53,159,267867,444193.0,0.1237,355,1134,solana,6.3271
Azuki,Azuki_Team,115.9,3.0,33.9922,14.4018,191,573,1969333,430686.0,0.0167,2408,1168,ethereum,20.9044
CloneX,CyberKongz_Dev,141.23,9.0,8.6386,2.9893,196,392,1344613,255890.0,0.0506,893,207,polygon,2.0694
Bored Ape YC,SnowFro,111.7,1.0,40.5288,12.1039,16,64,1868162,487117.0,0.1111,2337,494,solana,12.1348
Cool Cats,CyberKongz_Dev,173.25,10.0,7.8064,5.6101,195,390,940438,247290.0,0.0925,4926,319,ethereum,8.3774
Moonbirds,RTFKTstudios,449.35,13.0,1.2197,0.9249,117,585,246827,354786.0,0.0904,3708,762,ethereum,9.3325
Doodles,SnowFro,,3.0,1.6669,0.8202,64,192,355614,471365.0,0.1033,4223,389,polygon,1.3825
CyberKongz,RTFKTstudios,209.5,11.0,22.6502,17.2372,188,376,1001543,21718.0,0.0973,202,474,ethereum,19.6572
CryptoPunks,WoW_NFT,193.9,8.0,64.9661,18.8249,48,144,1176834,466836.0,0.1313,3822,167,ethereum,35.114
VeeFriends,RTFKTstudios,482.09,14.0,13.6068,6.6028,36,72,1468410,410951.0,0.0857,4331,672,ethereum,17.8711
Pudgy Penguins,Azuki_Team,59.53,4.0,62.9564,26.9733,45,135,1590758,498498.0,0.0608,3357,643,polygon,7.1471
Mutant Ape YC,CoolCats_Dev,436.07,4.0,24.967,15.9257,29,58,1525584,386395.0,0.1151,3912,662,ethereum,12.6556
Pudgy Penguins,WoW_NFT,164.25,1.0,21.6088,10.1793,96,384,1177804,78322.0,0.0396,248,410,ethereum,14.7619
VeeFriends,Azuki_Team,478.3,10.0,5.1974,1.5014,28,140,36593,151059.0,0.1142,3696,907,polygon,2.7726
Decentraland,KevinRose_Team,158.3,13.0,79.5188,35.7916,44,132,1059557,1884.0,0.0427,4181,729,ethereum,20.9494
Azuki,YugaLabs,42.35,1.0,8.718,8.5298,74,148,1638939,303970.0,0.0726,1161,212,polygon,2.2372
World of Women,SnowFro,260.5,7.0,4.5309,2.8207,129,258,1695511,218711.0,0.1111,2361,442,ethereum,6.2186
Art Blocks,RTFKTstudios,114.7,11.0,6.9264,2.0099,171,855,1668990,237404.0,0.0945,2119,793,solana,3.6993
CyberKongz,YugaLabs,376.74,11.0,21.1802,6.0991,14,42,22005,366696.0,0.0138,500,140,polygon,4.864
Chromie Squiggle,WoW_NFT,329.0,14.0,0.9208,0.6033,126,378,870908,410138.0,0.0675,650,423,ethereum,3.3956
CyberKongz,Decentraland_Fdn,343.55,11.0,26.339,10.3772,20,40,1233686,36520.0,0.122,1510,1047,solana,7.6453
Sandbox Land,CyberKongz_Dev,97.55,13.0,1.7016,1.4272,198,792,495393,458465.0,0.1495,555,530,ethereum,3.009
Sandbox Land,CyberKongz_Dev,354.61,14.0,17.0849,6.9917,55,110,819679,186863.0,0.0706,2514,612,ethereum,15.28
Meebits,Azuki_Team,156.35,13.0,3.1511,2.3966,171,855,195180,376036.0,0.0138,288,818,ethereum,5.2962
Invisible Friends,Evan_Conceicao,499.34,7.0,9.9418,3.2632,155,310,387535,290771.0,0.0556,78,386,polygon,2.9643
CryptoPunks,Invisible_Studio,366.15,6.0,6.0519,1.8071,64,128,12075,221939.0,0.074,3149,991,ethereum,7.67
VeeFriends,SnowFro,295.62,6.0,5.2905,3.6933,64,256,1959165,106352.0,0.0119,1269,20,ethereum,5.8679
Decentraland,GaryVee,433.69,14.0,93.3049,43.2612,63,189,1719489,94895.0,0.1298,1896,567,ethereum,75.8438
Azuki,Decentraland_Fdn,295.07,4.0,29.645,23.6195,94,376,807925,365597.0,0.0813,1686,717,ethereum,24.6441
Decentraland,LarvaLabs,276.82,11.0,12.672,6.8577,88,176,9154,160759.0,0.063,2350,287,ethereum,12.234
CryptoPunks,GaryVee,119.42,9.0,5.0553,4.3477,131,655,670857,114845.0,,2324,939,ethereum,7.1519
Sandbox Land,GaryVee,339.38,1.0,20.5052,12.3424,92,276,868412,2981.0,0.0052,674,96,ethereum,19.2253
Doodles,CyberKongz_Dev,187.95,7.0,60.4441,17.3912,157,785,338432,420351.0,0.0783,19,780,ethereum,32.1829
Mutant Ape YC,WoW_NFT,22.5,3.0,1.8403,1.6557,93,465,1323538,197855.0,0.0719,2221,760,ethereum,2.6251
Decentraland,WoW_NFT,,11.0,12.8541,4.084,61,244,1995533,174201.0,0.0525,2831,945,ethereum,14.4486
Decentraland,Decentraland_Fdn,26.88,7.0,0.6009,0.5034,65,195,1687906,185945.0,0.0991,3844,249,polygon,0.5412
Art Blocks,RTFKTstudios,336.48,5.0,40.0595,17.2485,146,438,1712174,299364.0,0.0622,996,186,ethereum,21.4453
Invisible Friends,YugaLabs,79.2,1.0,113.7829,53.4117,28,112,1661954,240990.0,0.0862,428,697,ethereum,85.1326
Azuki,WoW_NFT,216.85,2.0,16.4237,4.9337,57,114,140409,272122.0,0.1329,2990,1166,ethereum,8.9766
CloneX,SnowFro,429.69,11.0,0.524,0.3499,62,124,1103199,139018.0,0.0552,4512,942,ethereum,3.6428
Azuki,WoW_NFT,48.12,13.0,13.4864,9.3061,128,512,1131724,148293.0,0.0603,1203,254,ethereum,11.5801
CyberKongz,Meebits_Dev,333.91,5.0,4.3493,1.5145,25,50,202300,431413.0,0.13,437,490,polygon,1.7348
Otherdeed,Evan_Conceicao,306.7,12.0,5.6899,2.0218,90,270,295228,219591.0,0.0544,2019,320,ethereum,7.7367
Invisible Friends,LarvaLabs,433.9,8.0,26.1212,9.5057,134,536,1130639,486488.0,0.0665,2808,936,ethereum,25.2098
Chromie Squiggle,Sandbox_AG,87.19,5.0,6.4801,6.0828,185,555,1431704,423001.0,0.1203,3121,615,ethereum,4.5769
Azuki,Decentraland_Fdn,400.09,7.0,4.1165,2.495,87,435,418609,355884.0,0.0892,572,525,ethereum,7.6967
Doodles,SnowFro,225.61,10.0,6.3712,2.0554,196,980,968424,274217.0,0.1401,3286,7,ethereum,8.7285
Meebits,RTFKTstudios,214.89,13.0,13.0417,5.2122,121,242,150873,418741.0,0.0711,1722,760,ethereum,11.2939
Otherdeed,KevinRose_Team,181.53,7.0,6.8698,2.7419,154,308,221222,27887.0,0.0724,162,531,ethereum,6.3743
RTFKT,WoW_NFT,193.4,5.0,2.0599,1.184,48,240,1160660,249572.0,0.0074,4611,48,ethereum,6.1352
CyberKongz,CoolCats_Dev,260.46,11.0,4.9627,3.0069,183,366,1114299,356544.0,0.0304,2680,235,polygon,1.9579
Otherdeed,Evan_Conceicao,54.29,8.0,22.677,6.7363,51,153,1500296,54171.0,0.0815,1533,872,solana,7.4703
VeeFriends,KevinRose_Team,213.11,6.0,10.2042,3.6193,27,135,1821395,91308.0,0.0289,4085,899,ethereum,10.8416
Doodles,RTFKTstudios,326.34,7.0,1.0824,0.8218,15,60,380403,32740.0,0.0686,3987,593,ethereum,5.7214
VeeFriends,CoolCats_Dev,,8.0,49.1129,14.6857,130,390,682718,243082.0,0.0432,1040,909,polygon,10.3286
Bored Ape YC,KevinRose_Team,83.75,,0.4114,0.1675,125,250,1711821,270793.0,0.0041,4803,886,ethereum,1.7133
Mutant Ape YC,WoW_NFT,182.16,1.0,4.8092,2.6231,39,117,102085,234322.0,0.0718,2664,739,polygon,2.0467
Pudgy Penguins,Decentraland_Fdn,222.04,10.0,4.2432,2.1292,175,700,1656647,27562.0,0.0973,1318,250,ethereum,6.0857
Pudgy Penguins,RTFKTstudios,334.77,3.0,15.063,5.3538,55,110,1890441,243294.0,0.0514,2243,506,solana,5.6031
CryptoPunks,LarvaLabs,450.48,8.0,17.065,8.7933,121,484,200341,444051.0,0.1167,946,979,solana,8.5915
RTFKT,Decentraland_Fdn,275.64,11.0,42.3904,17.3244,104,312,284027,15603.0,0.0228,4251,372,ethereum,25.9312
World of Women,Azuki_Team,338.51,4.0,5.2921,1.9062,118,354,1368682,388016.0,0.0146,1350,792,ethereum,10.1721
Sandbox Land,Invisible_Studio,39.52,6.0,13.4857,9.0603,148,740,950366,136267.0,0.1403,2199,993,ethereum,10.1475
Chromie Squiggle,WoW_NFT,477.28,14.0,19.0506,5.6688,185,925,1975190,37468.0,0.1383,351,640,ethereum,12.9782
Meebits,WoW_NFT,158.29,1.0,1.0864,0.5747,144,576,1089581,25462.0,0.0616,4719,609,ethereum,2.5439
VeeFriends,CoolCats_Dev,177.79,11.0,89.8127,43.8445,181,724,1310376,,0.0636,1521,225,solana,27.2419
Mutant Ape YC,Meebits_Dev,112.2,3.0,2.1896,0.7973,173,519,474556,207536.0,0.1278,3265,596,ethereum,2.5025
Doodles,SnowFro,43.25,13.0,18.6983,7.4142,71,142,649312,249033.0,0.08,1771,51,ethereum,9.5089
RTFKT,Invisible_Studio,395.23,6.0,15.0297,7.156,111,333,355247,310706.0,0.0184,2811,137,polygon,3.7063
World of Women,LarvaLabs,121.0,1.0,16.3726,6.2387,39,78,294168,40676.0,0.0181,2805,650,ethereum,9.4472
CryptoPunks,Azuki_Team,142.06,11.0,8.0635,2.4757,185,555,226721,327071.0,0.0205,1466,262,ethereum,7.609
RTFKT,RTFKTstudios,91.72,3.0,36.2903,12.0939,193,579,1785577,369901.0,0.1173,2166,417,solana,9.3282
CryptoPunks,Azuki_Team,487.47,6.0,2.1091,0.6891,177,708,140375,32367.0,0.0907,2986,433,ethereum,3.5576
VeeFriends,CyberKongz_Dev,390.74,8.0,6.8167,4.1413,148,444,1033173,337594.0,0.0457,1094,568,ethereum,6.0559
Sandbox Land,YugaLabs,465.02,11.0,4.6667,2.2781,169,507,1016499,59532.0,0.0251,664,838,ethereum,8.4923
Cool Cats,YugaLabs,,6.0,4.741,1.9882,158,632,112279,219725.0,0.0194,899,535,solana,3.924
CloneX,CoolCats_Dev,453.24,13.0,8.3252,7.497,45,90,1684120,330787.0,0.1115,2087,1014,ethereum,8.2862
CloneX,Evan_Conceicao,240.04,7.0,47.7553,16.3295,52,104,1001638,435488.0,0.133,1077,579,ethereum,37.5372
Mutant Ape YC,RTFKTstudios,86.1,5.0,5.3692,2.9686,106,424,253954,265640.0,0.0801,1429,1191,ethereum,5.941
Art Blocks,SnowFro,164.11,5.0,19.5164,11.4366,84,336,257854,217760.0,0.1161,3432,1199,ethereum,13.2799
Chromie Squiggle,GaryVee,146.93,12.0,7.8411,4.7573,147,735,1401387,416722.0,,3354,513,solana,4.0879
Chromie Squiggle,Decentraland_Fdn,358.85,10.0,2.623,1.5353,147,588,1239561,108159.0,0.0883,4718,918,ethereum,5.7909
Pudgy Penguins,CoolCats_Dev,13.81,2.0,6.0676,3.2886,195,975,825535,102650.0,0.0663,3822,544,solana,1.8924
Invisible Friends,CyberKongz_Dev,71.88,11.0,7.8595,3.1287,157,628,810610,233250.0,0.0141,2127,1050,ethereum,7.2216
CloneX,Azuki_Team,341.76,6.0,4.7767,1.9426,2,10,70930,60259.0,0.0736,4643,919,ethereum,7.5199
Decentraland,Azuki_Team,62.6,5.0,12.2857,7.4946,68,136,64189,11212.0,0.1272,4605,406,solana,2.7236
Sandbox Land,KevinRose_Team,25.1,2.0,9.0042,5.9392,65,260,1072176,181075.0,0.0087,1118,386,ethereum,7.0377
CryptoPunks,YugaLabs,55.5,14.0,2.0373,0.6645,126,630,727632,76344.0,0.0721,865,1057,ethereum,3.1725
Doodles,LarvaLabs,345.65,1.0,0.7609,0.6177,68,340,504390,318569.0,0.1311,4424,649,solana,2.5796
Art Blocks,KevinRose_Team,70.52,14.0,17.0253,7.4605,195,585,758509,274336.0,0.1187,4452,834,ethereum,14.9383
Doodles,GaryVee,74.01,1.0,3.8774,1.6848,57,285,1210705,243035.0,0.0745,4231,812,ethereum,5.3483
Otherdeed,RTFKTstudios,115.92,8.0,15.6824,6.4395,87,261,586763,248201.0,0.0265,2306,199,solana,5.2474
World of Women,RTFKTstudios,375.7,2.0,36.7696,11.44,163,326,698971,49386.0,0.1274,4313,284,ethereum,21.3894
Decentraland,YugaLabs,100.98,7.0,2.4963,0.9752,73,365,565944,201317.0,0.0238,3847,1080,ethereum,3.1294
Azuki,YugaLabs,18.65,12.0,2.829,0.8238,9,27,1333071,35738.0,0.0422,3704,336,ethereum,2.1425
CryptoPunks,Invisible_Studio,453.03,9.0,106.239,33.4255,66,132,110048,177517.0,0.0195,3014,1042,ethereum,46.0162
Meebits,LarvaLabs,438.28,8.0,10.5025,6.8338,71,142,1837047,338879.0,0.0694,1345,428,ethereum,12.8694
Decentraland,Meebits_Dev,93.22,2.0,4.3439,2.7099,122,244,1109240,493222.0,0.0948,3738,1016,polygon,1.8895
RTFKT,Meebits_Dev,133.41,14.0,2.7207,1.4612,142,710,489466,148554.0,0.1242,4390,693,ethereum,5.1246
